Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Status
1010360-pink,Pink Thread Embroidered Jimmy Choo Semi-Stitch Wedding WearSleeveless Lehenga Set with Dupatta,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Jimmy Choo</li>
<li><strong>Choli Fabric:</strong> Jimmy Choo</li>
<li><strong>Dupatta Fabric:</strong> Jimmy Choo</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Pink</li>
<li><strong>Work:</strong> Thread embroidery Beads Work</li>
<li><strong>Pattern:</strong> Heavy embroidered pattern with intricate thread detailing</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Sleeveless</li>
<li><strong>Sleeve Length:</strong> No Sleeves</li>
<li><strong>Neck Type:</strong> Round</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Pink,Lehenga Choli,Thread embroidery Beads Work,Heavy embroidered pattern with intricate thread detailing",TRUE,Size,Free Size up to 42Inch,Color,Pink,1010360_Pink,2195,,shopify,deny,manual,TRUE,TRUE,active
1010359-dd,Rust Embroidered Wedding & Reception Wear Semi-stitch V-Neck Georgette Lehenga Set with Dupatta,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Georgette</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Brown</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Sleeveless</li>
<li><strong>Sleeve Length:</strong> Short sleeves</li>
<li><strong>Neck Type:</strong> V Neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Brown,Lehenga Choli,Embroidery Sequence Work,Embroidery Sequence Work",TRUE,Size,Free Size up to 42Inch,Color,Brown,1010359_DD,2295,,shopify,deny,manual,TRUE,TRUE,active
1010358-haldi,Teal Green Embroidered Festive & Wedding Wear V-Neck Blouse with Mustard Yellow Floral Printed Lehenga,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Chinon</li>
<li><strong>Choli Fabric:</strong> Taffeta Silk</li>
<li><strong>Dupatta Fabric:</strong> Rangoli Silk</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Yellow</li>
<li><strong>Work:</strong> Printed & Embroidery Sequnce Work</li>
<li><strong>Pattern:</strong> Printed & Embroidery Sequnce Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> cuff border Sleeve</li>
<li><strong>Sleeve Length:</strong> Elbow length</li>
<li><strong>Neck Type:</strong> V Neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Yellow,Lehenga Choli,Printed & Embroidery Sequnce Work,Printed & Embroidery Sequnce Work",TRUE,Size,Free Size up to 42Inch,Color,Yellow,1010358_Haldi,2295,,shopify,deny,manual,TRUE,TRUE,active
1010357-purple-print,Wine Purple Floral Printed & Embroidered Festive & Wedding Wear Semi-Stitched Chinon Lehenga Set,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Chinon</li>
<li><strong>Choli Fabric:</strong> Chinon</li>
<li><strong>Dupatta Fabric:</strong> Chinon</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Purple</li>
<li><strong>Work:</strong> Printed & Embroidery Sequnce Work</li>
<li><strong>Pattern:</strong> Printed & Embroidery Sequnce Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Sleeveless</li>
<li><strong>Sleeve Length:</strong> No Sleeves</li>
<li><strong>Neck Type:</strong> Round Neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Purple,Lehenga Choli,Printed & Embroidery Sequnce Work,Printed & Embroidery Sequnce Work",TRUE,Size,Free Size up to 42Inch,Color,Purple,1010357_Purple Print,2295,,shopify,deny,manual,TRUE,TRUE,active
1010356-yellow,Mustard Yellow Mirror & Thread Embroidered Festive & Wedding Wear Semi-Stitched One-Shoulder Georgette Lehenga Set,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Georgette</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Yellow</li>
<li><strong>Work:</strong> Embroidery Sequence Work.</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work.</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeves</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> V Neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Yellow,Lehenga Choli,Embroidery Sequence Work.,Embroidery Sequence Work.",TRUE,Size,Free Size up to 42Inch,Color,Yellow,1010356_Yellow,2895,,shopify,deny,manual,TRUE,TRUE,active
1010355-black,Black Foil Printed Festive Wear Semi-Stitched Georgette Lehenga Set,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Georgette</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Black</li>
<li><strong>Work:</strong> Embroidery Fogo Work</li>
<li><strong>Pattern:</strong> Embroidery Fogo Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Regular Sleeve</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> V Neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Black,Lehenga Choli,Embroidery Fogo Work,Embroidery Fogo Work",TRUE,Size,Free Size up to 42Inch,Color,Black,1010355_Black,2195,,shopify,deny,manual,TRUE,TRUE,active
1010354-gprint,Teal Green Floral Printed & Zari Embroidered Festive & Wedding Wear Semi-Stitched Chinon Lehenga Set,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Chinon</li>
<li><strong>Choli Fabric:</strong> Chinon</li>
<li><strong>Dupatta Fabric:</strong> Chinon</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Green</li>
<li><strong>Work:</strong> Printed & Embroidery Sequnce Work</li>
<li><strong>Pattern:</strong> Printed & Embroidery Sequnce Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeves</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> V Neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Green,Lehenga Choli,Printed & Embroidery Sequnce Work,Printed & Embroidery Sequnce Work",TRUE,Size,Free Size up to 42Inch,Color,Green,1010354_Gprint,2195,,shopify,deny,manual,TRUE,TRUE,active
1010353-blue,Festive & Reception Wear Semi-Stitched Navy Blue Mono Silk Lehenga with Floral Embroidered Sweetheart Blouse,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Rangoli Silk</li>
<li><strong>Choli Fabric:</strong> Net</li>
<li><strong>Dupatta Fabric:</strong> Net</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Blue</li>
<li><strong>Work:</strong> Thread embroidery</li>
<li><strong>Pattern:</strong> Multicolor floral embroidery with thread work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> sleeveless</li>
<li><strong>Sleeve Length:</strong> No Sleeves</li>
<li><strong>Neck Type:</strong> V Neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Blue,Lehenga Choli,Thread embroidery,Multicolor floral embroidery with thread work",TRUE,Size,Free Size up to 42Inch,Color,Blue,1010353_Blue,2195,,shopify,deny,manual,TRUE,TRUE,active
1010353-rama,Festive & Reception Wear Semi-Stitched Navy Rama Mono Silk Lehenga with Floral Embroidered Sweetheart Blouse,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Rangoli Silk</li>
<li><strong>Choli Fabric:</strong> Mono Silk</li>
<li><strong>Dupatta Fabric:</strong> Rangoli Silk</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Rama</li>
<li><strong>Work:</strong> Thread embroidery</li>
<li><strong>Pattern:</strong> Multicolor floral embroidery with thread work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Sleeveless</li>
<li><strong>Sleeve Length:</strong> No Sleeves</li>
<li><strong>Neck Type:</strong> Square neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Rama,Lehenga Choli,Thread embroidery,Multicolor floral embroidery with thread work",TRUE,Size,Free Size up to 42Inch,Color,Rama,1010353_Rama,2195,,shopify,deny,manual,TRUE,TRUE,active
1010353-balck,Festive & Reception Wear Semi-Stitched Navy Black Mono Silk Lehenga with Floral Embroidered Sweetheart Blouse,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Rangoli Silk</li>
<li><strong>Choli Fabric:</strong> Mono Silk</li>
<li><strong>Dupatta Fabric:</strong> Rangolisilk</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Black</li>
<li><strong>Work:</strong> Thread embroidery</li>
<li><strong>Pattern:</strong> Multicolor floral embroidery with thread work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Sleeveless</li>
<li><strong>Sleeve Length:</strong> No Sleeves</li>
<li><strong>Neck Type:</strong> Square neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Black,Lehenga Choli,Thread embroidery,Multicolor floral embroidery with thread work",TRUE,Size,Free Size up to 42Inch,Color,Black,1010353_Balck,2195,,shopify,deny,manual,TRUE,TRUE,active
1010353-brown,Festive & Reception Wear Semi-Stitched Navy Brown Mono Silk Lehenga with Floral Embroidered Sweetheart Blouse,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Rangoli Silk</li>
<li><strong>Choli Fabric:</strong> Mono Silk</li>
<li><strong>Dupatta Fabric:</strong> Rangolisilk</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Brown</li>
<li><strong>Work:</strong> Thread embroidery</li>
<li><strong>Pattern:</strong> Multicolor floral embroidery with thread work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Sleeveless</li>
<li><strong>Sleeve Length:</strong> No Sleeves</li>
<li><strong>Neck Type:</strong> Square neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Brown,Lehenga Choli,Thread embroidery,Multicolor floral embroidery with thread work",TRUE,Size,Free Size up to 42Inch,Color,Brown,1010353_Brown,2195,,shopify,deny,manual,TRUE,TRUE,active
1010353-pink,Festive & Reception Wear Semi-Stitched Navy pink Mono Silk Lehenga with Floral Embroidered Sweetheart Blouse,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Rangoli Silk</li>
<li><strong>Choli Fabric:</strong> Mono Silk</li>
<li><strong>Dupatta Fabric:</strong> Rangolisilk</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Pink</li>
<li><strong>Work:</strong> Thread embroidery</li>
<li><strong>Pattern:</strong> Multicolor floral embroidery with thread work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Sleeveless</li>
<li><strong>Sleeve Length:</strong> No Sleeves</li>
<li><strong>Neck Type:</strong> Square neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Pink,Lehenga Choli,Thread embroidery,Multicolor floral embroidery with thread work",TRUE,Size,Free Size up to 42Inch,Color,Pink,1010353_Pink,2195,,shopify,deny,manual,TRUE,TRUE,active
1010353-maroon,Festive & Reception Wear Semi-Stitched Navy Maroon Mono Silk Lehenga with Floral Embroidered Sweetheart Blouse,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Rangoli Silk</li>
<li><strong>Choli Fabric:</strong> Mono Silk</li>
<li><strong>Dupatta Fabric:</strong> Rangolisilk</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Turquoise</li>
<li><strong>Work:</strong> Thread embroidery</li>
<li><strong>Pattern:</strong> Multicolor floral embroidery with thread work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Sleeveless</li>
<li><strong>Sleeve Length:</strong> No Sleeves</li>
<li><strong>Neck Type:</strong> Square neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Turquoise,Lehenga Choli,Thread embroidery,Multicolor floral embroidery with thread work",TRUE,Size,Free Size up to 42Inch,Color,Turquoise,1010353_Maroon,2195,,shopify,deny,manual,TRUE,TRUE,active
1010353-orange,,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> N/A</li>
<li><strong>Choli Fabric:</strong> N/A</li>
<li><strong>Dupatta Fabric:</strong> N/A</li>
<li><strong>Inner Fabric:</strong> N/A</li>
<li><strong>Color:</strong> N/A</li>
<li><strong>Work:</strong> N/A</li>
<li><strong>Pattern:</strong> N/A</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> N/A</li>
<li><strong>Lehenga Flair:</strong> N/A</li>
<li><strong>Lehenga Closer:</strong> N/A</li>
<li><strong>Blouse Length:</strong> N/A</li>
<li><strong>Blouse Size:</strong> N/A</li>
<li><strong>Dupatta Width:</strong> N/A</li>
<li><strong>Dupatta Length:</strong> N/A</li>
<li><strong>Sleeve:</strong> N/A</li>
<li><strong>Sleeve Length:</strong> N/A</li>
<li><strong>Neck Type:</strong> N/A</li>
</ul>
<h3>Features</h3>
<ul>
<li></li>
<li></li>
</ul>
<h3>Package Contents</h3>
<p>N/A</p>",Avestam,Apparel & Accessories > Clothing > Dresses,,,TRUE,Size,,Color,,1010353_Orange,2195,,shopify,deny,manual,TRUE,TRUE,active
1010353-beige,,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> N/A</li>
<li><strong>Choli Fabric:</strong> N/A</li>
<li><strong>Dupatta Fabric:</strong> N/A</li>
<li><strong>Inner Fabric:</strong> N/A</li>
<li><strong>Color:</strong> N/A</li>
<li><strong>Work:</strong> N/A</li>
<li><strong>Pattern:</strong> N/A</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> N/A</li>
<li><strong>Lehenga Flair:</strong> N/A</li>
<li><strong>Lehenga Closer:</strong> N/A</li>
<li><strong>Blouse Length:</strong> N/A</li>
<li><strong>Blouse Size:</strong> N/A</li>
<li><strong>Dupatta Width:</strong> N/A</li>
<li><strong>Dupatta Length:</strong> N/A</li>
<li><strong>Sleeve:</strong> N/A</li>
<li><strong>Sleeve Length:</strong> N/A</li>
<li><strong>Neck Type:</strong> N/A</li>
</ul>
<h3>Features</h3>
<ul>
<li></li>
<li></li>
</ul>
<h3>Package Contents</h3>
<p>N/A</p>",Avestam,Apparel & Accessories > Clothing > Dresses,,,TRUE,Size,,Color,,1010353_Beige,2195,,shopify,deny,manual,TRUE,TRUE,active
