Sr no,SKU,B2B Online,GST,Category,Size,Top Fabric,Bottom Fabric,Dupatta Fabric,Inner Fabric,Color,Top Length,Bottom Length,Dupatta Length,Blouse Length,Sleeve,Sleeve Length,Neck Type,Work/Pattern,Work Type,Waist,Bust,Stitching,Content,Description,HSN,Vedio Link,Img 1,Img 2,Img 3,Img 4,Img 5,Img 6,Img 7,Img 8,Img 9,Img 8,Img 9,Img 10,Img 11,Img 12,Img 13,,,
77,301037_Coffe,2195,Extra,Anarkali Suit,Semi Stitched (Free Size),Rangoli Silk,Crepe,Rangoli Silk,Crepe,Coffee,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,V Neck,Embroidery Chain Stitch Work,Embroidery Chain Stitch Work,44,42,Semi Stitched,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Rangoli Silk|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Rangoli Silk || Top Work: Embroidery Chain Stitch Work|| Bottom Work: Plain || Dupatta Work: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/15IpkV9eNJk2GFvvMyv2_aX9XBOFm0MzI/view?usp=drive_link,https://drive.google.com/file/d/1OFHfEQ-qoSic1z8g08N6VZKnARn8kv10/view?usp=drive_link,https://drive.google.com/file/d/1wHIahmJGYqUfslbAH6-lrLG-CxRTg-gt/view?usp=drive_link,https://drive.google.com/file/d/1QYZWetH7u6xBIJKvHcYXVgI2iXQv4x8g/view?usp=drive_link,https://drive.google.com/file/d/1gjeT07m9xjfQTHcmubz-2OHty1ajE754/view?usp=drive_link,https://drive.google.com/file/d/1yhKoBcfLXB1hfFYPkfKuDt6iq5yzUx0x/view?usp=drive_link,https://drive.google.com/file/d/1yxU1SqVP1F7O4BSH1_UU16n_HsZ5p13l/view?usp=drive_link,https://drive.google.com/file/d/1P6Y8orSqHmtyUlD88sasait0IProi_7_/view?usp=drive_link,https://drive.google.com/file/d/1_tVBGBopf0K9LQJKe8zGsjaK7sF66102/view?usp=drive_link,,,,,,,,,,
78,301038_Black,2195,Extra,Anarkali Suit,Semi Stitched (Free Size),Georgette,Crepe,Georgette,Crepe,Black,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Square Neck,Embroidery Ribbon Work,Embroidery Ribbon Work,44,42,Semi Stitched,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Ribbon Work|| Bottom Work: Plain || Dupatta Work: Embroidery Ribbon Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1kvVUk72P56lHs2g_cE6xStJSmML8C_4U/view?usp=drive_link,https://drive.google.com/file/d/1NAirq8WjiIGyqegi2MObvKmj9oT_bPSU/view?usp=drive_link,https://drive.google.com/file/d/18qErDXVWeSyxztQ31nSylH7D1g3ffcjj/view?usp=drive_link,https://drive.google.com/file/d/1obKUgN0WiH5iiE4_3TwBvTdhApIoCpVW/view?usp=drive_link,https://drive.google.com/file/d/1XqtetOC--dHTwIcJw-h_3gN_7y1Jo8nw/view?usp=drive_link,https://drive.google.com/file/d/1LnXs8p-PdHHN0Mz7cVLzzPMtBKP6AHOy/view?usp=drive_link,https://drive.google.com/file/d/1PUm-vYDyhGGLWDfc7786gXV4QBOepIlR/view?usp=drive_link,https://drive.google.com/file/d/1jJbYSddqs22IbkcvUnDE7-KH-0sE3raj/view?usp=drive_link,https://drive.google.com/file/d/1N9uz4qP2aZnbxnjY4_ZNDVLwbBrRpAa5/view?usp=drive_link,https://drive.google.com/file/d/1NUNIymfxTbVo1LQ7vH0mscARmNnRFFHj/view?usp=drive_link,,,,,,,,,
79,301039_Pink,2195,Extra,Anarkali Suit,Semi Stitched (Free Size),Rangoli Silk,Crepe,Rangoli Silk,Crepe,Pink,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,V Neck,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi Stitched,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Rangoli SIlk|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Rangoli Silk || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1zLNS5o1yaNWKKmYPUU_orM188ognByTQ/view?usp=drive_link,https://drive.google.com/file/d/1KcjEodVptwjjTXGVhrlakY0VFqVoSwbt/view?usp=drive_link,https://drive.google.com/file/d/1XyDtrObnYCA-o1CSNFc-gS1eJYRkAFAk/view?usp=drive_link,https://drive.google.com/file/d/1oXv31vK4Qfd1pZYdWUuKKQ2ebvCP9qkj/view?usp=drive_link,https://drive.google.com/file/d/1--YtBLDOXFDFta0TjEyzmWdwUN4Vqz7I/view?usp=drive_link,https://drive.google.com/file/d/1KXFy8QPW2pmLuflJB2okypYWYSWwDJAJ/view?usp=drive_link,https://drive.google.com/file/d/18EgvSM-p6OHt7NGTRHFmHVddbn6uHmOh/view?usp=drive_link,https://drive.google.com/file/d/1G4o7YWixOpW0V6wcSTYJLqGeU9o8YoKB/view?usp=drive_link,https://drive.google.com/file/d/1qT4oXBmkU6YgjLZP1vtiIEaKVHXBTWrP/view?usp=drive_link,,,,,,,,,,
80,301040_Purple,2495,Extra,Anarkali Suit,Semi Stitched (Free Size),Georgette,Crepe,Georgette,Crepe,Purple,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi Stitched,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1eTKkKXi-eX4iHRR5XfKdR-8pAzbUWHau/view?usp=drive_link,https://drive.google.com/file/d/1mxSP9hLHANW7_xFSYgDZ5mbrJxGsvsyF/view?usp=drive_link,https://drive.google.com/file/d/16-Q77sg0co_E3JUNtNAZl552lfcak6xG/view?usp=drive_link,https://drive.google.com/file/d/1kVZ1lBqtbkQ-ANaXhYOaSCw-lYEvXifh/view?usp=drive_link,https://drive.google.com/file/d/1kGA2SIHRImR4unp7ldDepCe07sUHhwU9/view?usp=drive_link,https://drive.google.com/file/d/15ZxegS2sx1Whw41IhW4bXq20WRjbPZUu/view?usp=drive_link,https://drive.google.com/file/d/1ir_7AqHJIgJ1yzX_51mg7hIicPSO4uSl/view?usp=drive_link,https://drive.google.com/file/d/1RnazTliSPcg2sSgJ1jAf7RIn2okkmIHg/view?usp=drive_link,,,,,,,,,,
81,301041_Foil,2095,Extra,Anarkali Suit,Semi Stitched (Free Size),Satin,Crepe,Nazneen,Crepe,Purple,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,V Neck,Printed Foil Work,Printed Foil Work,44,42,Semi Stitched,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Satin Silk || Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Nazneen || Top Work: Printed Foil Work|| Bottom Work: Plain || Dupatta Work: Lace Border|| Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/19zdjH97swvYXvx-PAcpISiNDQzaopTBd/view?usp=drive_link,https://drive.google.com/file/d/1s5IoTQDayXCyGrSSocHLu6Bgpl7J2L4C/view?usp=drive_link,https://drive.google.com/file/d/16WpLedZJVD4PO7JDk2susyrM4HM6kkXx/view?usp=drive_link,https://drive.google.com/file/d/13JrlTjeP1U7hdiXJDdYKUofTzOnIosaL/view?usp=drive_link,https://drive.google.com/file/d/1vqptFRENs5N3NR7gQsW_wOkm_OZTfO57/view?usp=drive_link,https://drive.google.com/file/d/1FUg5mUg9hKv7piiPqNk9VOlR2Q4RBmND/view?usp=drive_link,https://drive.google.com/file/d/1ueU6YuE5ZK7T6h3Fuf2bO480_89IOiTw/view?usp=drive_link,https://drive.google.com/file/d/1t7qFcSlTwVJbDgBqlCGNyLroSAppY6LU/view?usp=drive_link,,,,,,,,,,,
82,301042_Maroon,2095,Extra,Anarkali Suit,Semi Stitched (Free Size),Rangoli Silk,Crepe,Rangoli Silk,Crepe,Maroon,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,V Neck,Embroidery Ribbon Work,Embroidery Ribbon Work,44,42,Semi Stitched,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Rangoli Silk|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Rangoli Silk || Top Work: Embroidery Ribbon Work|| Bottom Work: Plain || Dupatta Work: Embroidery Ribbon Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1XVe5MJwaA5BXm3kCPDPu-Tz6WgPYk0gc/view?usp=drive_link,https://drive.google.com/file/d/1XNlB__palgBpEbTNbnriYQFm0Gka4n0e/view?usp=drive_link,https://drive.google.com/file/d/1G0zCxfo-afkZ8Eml2LPr6bOqgT7dp26n/view?usp=drive_link,https://drive.google.com/file/d/1EYCn43JtgQwHuAlmfSrmZ0GaFHKr_o0j/view?usp=drive_link,https://drive.google.com/file/d/1DuQEVfzDow70ONJXyGwDSrQyxhygfXoa/view?usp=drive_link,https://drive.google.com/file/d/1QFn7rzWqidwYowvmh_Qc5iR12HyRc2Ng/view?usp=drive_link,https://drive.google.com/file/d/1rhEG7EZIGIfdBfZHRgnUc10jKCPxKWq-/view?usp=drive_link,https://drive.google.com/file/d/1U39UppADS72FBFJfj3TbHyzQToz5clr_/view?usp=drive_link,https://drive.google.com/file/d/1Fym85HujXPZZiMfp_iX8qEm1Ki3QVaQE/view?usp=drive_link,,,,,,,,,,
83,301043_Coffe_Print,1595,Extra,Anarkali Suit,Semi Stitched (Free Size),Chinon Silk,Crepe,Nazneen,Crepe,Coffee,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Printed Work,Printed Work,44,42,Semi Stitched,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Chinon|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Nazneen || Top Work: Printed Work|| Bottom Work: Plain || Dupatta Work: Lace Border || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1FykdyT0pPKfhseU4lT2wixOkFcGlcj7y/view?usp=drive_link,https://drive.google.com/file/d/1Lr95gMNazfIVM-7Yg-Oh-1CV-gWEaoUl/view?usp=drive_link,https://drive.google.com/file/d/1tiokS_R3f8S2Y0P5wtBGZUf3cTVhImb4/view?usp=drive_link,https://drive.google.com/file/d/1fSPyXQSqs2BJWO24vqcyTAZnlyaVHYHV/view?usp=drive_link,https://drive.google.com/file/d/1bt50A0HiAq9ZcMPhRuIfGK8FnKhpNpXO/view?usp=drive_link,https://drive.google.com/file/d/1iBnnfg3Gn3aj_PcaBEOJnFIskV8QA6c0/view?usp=drive_link,https://drive.google.com/file/d/16ftyHh7mKwSNyIVk6HQgW7GY_gmBg3SO/view?usp=drive_link,,,,,,,,,,,,
84,301044_Purple_Print,1695,Extra,Anarkali Suit,Semi Stitched (Free Size),Chinon Silk,Crepe,Nazneen,Crepe,Purple,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,V Neck,Printed Work,Printed Work,44,42,Semi Stitched,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Chinon|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Nazneen || Top Work: Printed Work|| Bottom Work: Plain || Dupatta Work: Lace Border || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/14vAidgbv9ffAGg3Op0ZfRubINg9tq7F4/view?usp=drive_link,https://drive.google.com/file/d/1q09oRL8e-BabwRbnB1SADEsk0RsKPfWY/view?usp=drive_link,https://drive.google.com/file/d/1kwQ6m7vLQhz5ozpz6A4x4CgGjaBfrmLg/view?usp=drive_link,https://drive.google.com/file/d/15saXz38c9yRDcupsV3Dj6ZdTIRTdv0JJ/view?usp=drive_link,https://drive.google.com/file/d/1hBXdy4aBK-Ku_8k_AMbjrooET38vA5AW/view?usp=drive_link,https://drive.google.com/file/d/11-uis8i1AI5bY0PSYtG0IpJDNmjiKWOY/view?usp=drive_link,https://drive.google.com/file/d/17GPuPaXGioY0rKwTTjVjMkClS_Ajm5QJ/view?usp=drive_link,https://drive.google.com/file/d/1GULsBU5kPdZXgxFnm2Lf6lYnzK6OQoQm/view?usp=drive_link,,,,,,,,,,,
85,301045_Rama,1795,Extra,Anarkali Suit,Semi Stitched (Free Size),Rangoli Silk,Crepe,Rangoli Silk,Crepe,Rama,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Chain Stitch Work,Embroidery Chain Stitch Work,44,42,Semi Stitched,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Rangoli Silk|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Rangoli Silk || Top Work: Embroidery Chain Stich Work|| Bottom Work: Plain || Dupatta Work: Embroidery Chain Stich Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/11e4N1uhQr1tmXwEJXIovohkIk7oC_99O/view?usp=drive_link,https://drive.google.com/file/d/1NxFKJ-HYUINdbf-jdV1ef2LCXSPSjD2I/view?usp=drive_link,https://drive.google.com/file/d/1HOwqXrwATqHWhEc8nrnIWnazM3tf_K2e/view?usp=drive_link,https://drive.google.com/file/d/1BFMk9UTvLat4IS2D2BjGbQ6xeia-g_KN/view?usp=drive_link,https://drive.google.com/file/d/1-FOisnASJNFY3QNuZPpY-Yxv75vbymK8/view?usp=drive_link,https://drive.google.com/file/d/1E3cX4utMt6-waT1h4wDpSiwdivPoabaw/view?usp=drive_link,https://drive.google.com/file/d/10TBUBbZyYQNKPH8EHO31x0NSups7ICB5/view?usp=drive_link,https://drive.google.com/file/d/1Zd56iycEXdL4XQksolylapOt5nPW-Fv5/view?usp=drive_link,,,,,,,,,,,
86,301046_R,2195,Extra,Anarkali Suit,Semi Stitched (Free Size),Rangoli Silk,Crepe,Rangoli Silk,Crepe,Purple,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,V Neck,Embroidery Beads Work,Embroidery Beads Work,44,42,Semi Stitched,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Rangoli Silk|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Rangoli Silk || Top Work: Embroidery Beads Work|| Bottom Work: Plain || Dupatta Work: Embroidery Beads Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1gm0A4zkAAKZNONXIa_tYU1mPzqSaDJvM/view?usp=drive_link,https://drive.google.com/file/d/1PgclotqPEO_GP9PUCrQxUDeTjfo2NZUT/view?usp=drive_link,https://drive.google.com/file/d/1fhOXaCv9q5Okt85mzcHy0PN75RYixLtQ/view?usp=drive_link,https://drive.google.com/file/d/1jUprqhHYpSEDRh3WbzjfYKgZn51RxGH6/view?usp=drive_link,https://drive.google.com/file/d/1UbhB655awLA9339T8F1tMc3u58khiu4K/view?usp=drive_link,https://drive.google.com/file/d/1QW5mwVAYGOKhq_8Ab4KSW7qCdOK6IcoU/view?usp=drive_link,https://drive.google.com/file/d/18GZRBNpMQl1x7PjK1oaawsIfTSjjHP3o/view?usp=drive_link,https://drive.google.com/file/d/1KUZRbytJ-_5Afqg60zT1jk8fJON23OTo/view?usp=drive_link,,,,,,,,,,,
87,301047_Purple,1695,Extra,Anarkali Suit,Semi Stitched (Free Size),Rangoli Silk,Crepe,Rangoli Silk,Crepe,Purple,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Chain Stitch Work,Embroidery Chain Stitch Work,44,42,Semi Stitched,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Rangoli Silk || Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Rangoli Silk || Top Work: Embroidery Chain Stich Work|| Bottom Work: Plain || Dupatta Work: Embroidery Chain Stich Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1km0DTCF-pSoBRn6dOtABrViNk8PmTsWu/view?usp=drive_link,https://drive.google.com/file/d/1AVqQDi6HrwCUeyLOGWhJTU1lVqa-pd6b/view?usp=drive_link,https://drive.google.com/file/d/1l-qN-K8s1DH_JLxICaUfZtqbUJfHvSYr/view?usp=drive_link,https://drive.google.com/file/d/1M5ZMEYdHw0jVlwDIeE9kkiytlTrMZHNy/view?usp=drive_link,https://drive.google.com/file/d/1E9AJzbq3HK71U0cO0A3uVj1WThjXis9F/view?usp=drive_link,https://drive.google.com/file/d/1YhAHigvwyBIbKu2PaCWAkkq8DEu1ZjcS/view?usp=drive_link,https://drive.google.com/file/d/1YBxEzEd_gax630F-z5E0V6w19ZxLLLWC/view?usp=drive_link,,,,,,,,,,,,
88,301048_Skirt,1595,Extra,Skirt-Top,Semi Stitched (Free Size),Cotton Silk,Jacquard,Jacquard,Crepe,Pink,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi Stitched,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Cotton Silk|| Inner Fabric: Crepe || Lahenga Fabric: Jacquard|| Lahenga Inner: Crepe || Dupatta Fabric: Jacquard || Top Work: Embroidery Sequence Work||Dupatta Work: Printed Work || Top Length: 38-40 Inches || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1-UATD3yIIKRYWqHj2TSQWle3JHKqWzZ6/view?usp=drive_link,https://drive.google.com/file/d/1fO5oHr2mHIZdGPIELcwzGPq3yjg1JeV5/view?usp=drive_link,https://drive.google.com/file/d/1Z18G15Iu65ZUCBmwhW1P99MtX8rfNxWd/view?usp=drive_link,https://drive.google.com/file/d/1pCbOsPfCYnDSghLnOKAxq0OePAHINuy2/view?usp=drive_link,https://drive.google.com/file/d/1acNuG2A5CQeKvL1J5QTXBY0aXcvn5MqZ/view?usp=drive_link,https://drive.google.com/file/d/1Y7G-YqSekkYV3dovfuRqpS5k-qTzH-LH/view?usp=drive_link,https://drive.google.com/file/d/1zESqf5dU65lhzlaBVhyKiX-vdbPL-K9w/view?usp=drive_link,https://drive.google.com/file/d/1kV8Y91pjwnrAgPiCGj-ALbgxZ3YkB4RZ/view?usp=drive_link,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
